SEC,TOWNSHIP,RNG,TWNRNG,TWNLAB,RNGLAB,MAP_LABEL,TWNRNGSEC,SqFt of UnincKC,Total SqFt Section
01,19,06,1906,T.19N,R.06E,T.19N R.06E,190601,"13,727,583","26,139,501"
02,19,06,1906,T.19N,R.06E,T.19N R.06E,190602,"186,499","27,338,409"
01,19,07,1907,T.19N,R.07E,T.19N R.07E,190701,"27,749,251","27,749,251"
02,19,07,1907,T.19N,R.07E,T.19N R.07E,190702,"27,618,849","27,618,849"
03,19,07,1907,T.19N,R.07E,T.19N R.07E,190703,"27,764,331","27,764,331"
04,19,07,1907,T.19N,R.07E,T.19N R.07E,190704,"27,428,140","27,428,140"
05,19,07,1907,T.19N,R.07E,T.19N R.07E,190705,"27,820,721","27,820,721"
06,19,07,1907,T.19N,R.07E,T.19N R.07E,190706,"26,852,590","28,598,575"
07,19,07,1907,T.19N,R.07E,T.19N R.07E,190707,"79,912","28,727,053"
08,19,07,1907,T.19N,R.07E,T.19N R.07E,190708,"25,983,673","27,766,548"
09,19,07,1907,T.19N,R.07E,T.19N R.07E,190709,"18,181,983","27,963,630"
10,19,07,1907,T.19N,R.07E,T.19N R.07E,190710,"7,373,566","27,138,774"
11,19,07,1907,T.19N,R.07E,T.19N R.07E,190711,"8,262,646","27,989,205"
12,19,07,1907,T.19N,R.07E,T.19N R.07E,190712,"14,480,670","27,083,779"
16,19,07,1907,T.19N,R.07E,T.19N R.07E,190716,"174,132","27,523,951"
17,19,07,1907,T.19N,R.07E,T.19N R.07E,190717,"3,268,328","27,749,602"
01,19,08,1908,T.19N,R.08E,T.19N R.08E,190801,"21,461,241","26,701,180"
02,19,08,1908,T.19N,R.08E,T.19N R.08E,190802,"10,433,976","26,224,826"
03,19,08,1908,T.19N,R.08E,T.19N R.08E,190803,"3,494,904","27,254,054"
04,19,08,1908,T.19N,R.08E,T.19N R.08E,190804,"599,658","27,806,984"
05,19,08,1908,T.19N,R.08E,T.19N R.08E,190805,"18,792,977","26,972,195"
06,19,08,1908,T.19N,R.08E,T.19N R.08E,190806,"26,699,828","26,699,828"
07,19,08,1908,T.19N,R.08E,T.19N R.08E,190807,"16,899,520","27,069,508"
08,19,08,1908,T.19N,R.08E,T.19N R.08E,190808,"771,010","26,762,642"
12,19,08,1908,T.19N,R.08E,T.19N R.08E,190812,"1,264,521","28,543,141"
01,19,09,1909,T.19N,R.09E,T.19N R.09E,190901,"28,601,980","28,601,980"
02,19,09,1909,T.19N,R.09E,T.19N R.09E,190902,"28,166,720","28,166,720"
03,19,09,1909,T.19N,R.09E,T.19N R.09E,190903,"27,076,196","27,743,813"
04,19,09,1909,T.19N,R.09E,T.19N R.09E,190904,"26,088,061","28,487,562"
05,19,09,1909,T.19N,R.09E,T.19N R.09E,190905,"27,816,383","27,816,383"
06,19,09,1909,T.19N,R.09E,T.19N R.09E,190906,"27,971,578","27,971,578"
07,19,09,1909,T.19N,R.09E,T.19N R.09E,190907,"8,695,478","27,582,623"
08,19,09,1909,T.19N,R.09E,T.19N R.09E,190908,"10,289,116","27,735,934"
09,19,09,1909,T.19N,R.09E,T.19N R.09E,190909,"1,566,995","28,630,637"
10,19,09,1909,T.19N,R.09E,T.19N R.09E,190910,"2,295,199","27,975,860"
11,19,09,1909,T.19N,R.09E,T.19N R.09E,190911,"12,101,785","29,358,177"
12,19,09,1909,T.19N,R.09E,T.19N R.09E,190912,"25,972,254","26,593,430"
13,19,09,1909,T.19N,R.09E,T.19N R.09E,190913,"14,124,659","28,362,423"
24,19,09,1909,T.19N,R.09E,T.19N R.09E,190924,"681,979","27,469,005"
01,19,10,1910,T.19N,R.10E,T.19N R.10E,191001,"26,382,140","26,382,140"
02,19,10,1910,T.19N,R.10E,T.19N R.10E,191002,"26,590,385","26,590,385"
03,19,10,1910,T.19N,R.10E,T.19N R.10E,191003,"26,642,456","26,642,456"
04,19,10,1910,T.19N,R.10E,T.19N R.10E,191004,"27,986,043","27,986,043"
05,19,10,1910,T.19N,R.10E,T.19N R.10E,191005,"27,715,275","27,715,275"
06,19,10,1910,T.19N,R.10E,T.19N R.10E,191006,"27,121,906","27,121,906"
07,19,10,1910,T.19N,R.10E,T.19N R.10E,191007,"26,746,333","26,746,333"
08,19,10,1910,T.19N,R.10E,T.19N R.10E,191008,"27,939,890","27,939,890"
09,19,10,1910,T.19N,R.10E,T.19N R.10E,191009,"28,203,980","28,203,980"
10,19,10,1910,T.19N,R.10E,T.19N R.10E,191010,"28,011,065","28,011,065"
11,19,10,1910,T.19N,R.10E,T.19N R.10E,191011,"27,885,420","27,885,420"
12,19,10,1910,T.19N,R.10E,T.19N R.10E,191012,"28,276,767","28,276,767"
13,19,10,1910,T.19N,R.10E,T.19N R.10E,191013,"27,345,234","27,345,234"
14,19,10,1910,T.19N,R.10E,T.19N R.10E,191014,"27,079,108","27,079,108"
15,19,10,1910,T.19N,R.10E,T.19N R.10E,191015,"27,711,955","27,711,955"
16,19,10,1910,T.19N,R.10E,T.19N R.10E,191016,"28,034,631","28,034,631"
17,19,10,1910,T.19N,R.10E,T.19N R.10E,191017,"27,555,639","27,555,639"
18,19,10,1910,T.19N,R.10E,T.19N R.10E,191018,"27,026,290","27,026,290"
19,19,10,1910,T.19N,R.10E,T.19N R.10E,191019,"13,550,446","27,107,361"
20,19,10,1910,T.19N,R.10E,T.19N R.10E,191020,"13,633,363","27,660,352"
21,19,10,1910,T.19N,R.10E,T.19N R.10E,191021,"8,821,477","27,825,620"
22,19,10,1910,T.19N,R.10E,T.19N R.10E,191022,"7,985,997","27,114,778"
23,19,10,1910,T.19N,R.10E,T.19N R.10E,191023,"18,433,361","27,640,808"
24,19,10,1910,T.19N,R.10E,T.19N R.10E,191024,"27,375,673","27,792,291"
25,19,10,1910,T.19N,R.10E,T.19N R.10E,191025,"12,665,217","29,427,580"
01,19,11,1911,T.19N,R.11E,T.19N R.11E,191101,"26,822,486","26,822,486"
02,19,11,1911,T.19N,R.11E,T.19N R.11E,191102,"27,171,790","27,171,790"
03,19,11,1911,T.19N,R.11E,T.19N R.11E,191103,"27,137,683","27,137,683"
04,19,11,1911,T.19N,R.11E,T.19N R.11E,191104,"26,814,302","26,814,302"
05,19,11,1911,T.19N,R.11E,T.19N R.11E,191105,"26,758,133","26,758,133"
06,19,11,1911,T.19N,R.11E,T.19N R.11E,191106,"26,338,983","26,338,983"
07,19,11,1911,T.19N,R.11E,T.19N R.11E,191107,"28,492,788","28,492,788"
08,19,11,1911,T.19N,R.11E,T.19N R.11E,191108,"27,992,737","27,992,737"
09,19,11,1911,T.19N,R.11E,T.19N R.11E,191109,"27,539,925","27,539,925"
10,19,11,1911,T.19N,R.11E,T.19N R.11E,191110,"27,767,703","27,767,703"
11,19,11,1911,T.19N,R.11E,T.19N R.11E,191111,"28,251,364","28,251,361"
12,19,11,1911,T.19N,R.11E,T.19N R.11E,191112,"28,251,223","28,251,225"
13,19,11,1911,T.19N,R.11E,T.19N R.11E,191113,"5,589,205","27,934,325"
14,19,11,1911,T.19N,R.11E,T.19N R.11E,191114,"5,184,113","27,935,551"
15,19,11,1911,T.19N,R.11E,T.19N R.11E,191115,"20,199,266","27,957,444"
16,19,11,1911,T.19N,R.11E,T.19N R.11E,191116,"27,808,937","27,808,937"
17,19,11,1911,T.19N,R.11E,T.19N R.11E,191117,"28,105,030","28,105,030"
18,19,11,1911,T.19N,R.11E,T.19N R.11E,191118,"27,593,038","27,593,038"
19,19,11,1911,T.19N,R.11E,T.19N R.11E,191119,"27,841,405","27,841,405"
20,19,11,1911,T.19N,R.11E,T.19N R.11E,191120,"27,834,408","27,834,408"
21,19,11,1911,T.19N,R.11E,T.19N R.11E,191121,"25,803,286","27,826,145"
22,19,11,1911,T.19N,R.11E,T.19N R.11E,191122,"1,724,032","27,596,480"
27,19,11,1911,T.19N,R.11E,T.19N R.11E,191127,"3,098,975","28,042,646"
28,19,11,1911,T.19N,R.11E,T.19N R.11E,191128,"28,135,321","28,480,306"
29,19,11,1911,T.19N,R.11E,T.19N R.11E,191129,"27,734,128","27,734,128"
30,19,11,1911,T.19N,R.11E,T.19N R.11E,191130,"27,879,184","27,879,184"
31,19,11,1911,T.19N,R.11E,T.19N R.11E,191131,"12,773,241","28,463,757"
32,19,11,1911,T.19N,R.11E,T.19N R.11E,191132,"24,210,137","27,841,219"
33,19,11,1911,T.19N,R.11E,T.19N R.11E,191133,"17,828,469","27,409,819"
34,19,11,1911,T.19N,R.11E,T.19N R.11E,191134,"12,175,986","27,403,543"
35,19,11,1911,T.19N,R.11E,T.19N R.11E,191135,"1,850,460","28,064,678"
02,19,12,1912,T.19N,R.12E,T.19N R.12E,191202,"20,996,683","39,503,044"
03,19,12,1912,T.19N,R.12E,T.19N R.12E,191203,"31,956,455","31,956,455"
10,19,12,1912,T.19N,R.12E,T.19N R.12E,191210,"22,774,916","22,774,916"
11,19,12,1912,T.19N,R.12E,T.19N R.12E,191211,"28,083,251","28,100,130"
12,19,12,1912,T.19N,R.12E,T.19N R.12E,191212,"1,759,723","27,922,046"
14,19,12,1912,T.19N,R.12E,T.19N R.12E,191214,"10,374,189","27,818,971"
15,19,12,1912,T.19N,R.12E,T.19N R.12E,191215,"12,152,116","22,726,301"
01,20,05,2005,T.20N,R.05E,T.20N R.05E,200501,"28,274,896","28,274,892"
02,20,05,2005,T.20N,R.05E,T.20N R.05E,200502,"16,031,961","27,630,814"
11,20,05,2005,T.20N,R.05E,T.20N R.05E,200511,"4,760,314","28,429,194"
12,20,05,2005,T.20N,R.05E,T.20N R.05E,200512,"27,307,747","28,147,116"
13,20,05,2005,T.20N,R.05E,T.20N R.05E,200513,"16,005,501","27,992,733"
24,20,05,2005,T.20N,R.05E,T.20N R.05E,200524,"6,657,698","28,301,697"
01,20,06,2006,T.20N,R.06E,T.20N R.06E,200601,"25,366,062","25,366,060"
02,20,06,2006,T.20N,R.06E,T.20N R.06E,200602,"25,854,758","25,854,756"
03,20,06,2006,T.20N,R.06E,T.20N R.06E,200603,"26,419,804","26,419,804"
04,20,06,2006,T.20N,R.06E,T.20N R.06E,200604,"27,170,611","27,170,609"
05,20,06,2006,T.20N,R.06E,T.20N R.06E,200605,"27,548,885","27,548,885"
06,20,06,2006,T.20N,R.06E,T.20N R.06E,200606,"28,333,245","28,333,243"
07,20,06,2006,T.20N,R.06E,T.20N R.06E,200607,"28,250,784","28,250,784"
08,20,06,2006,T.20N,R.06E,T.20N R.06E,200608,"27,813,491","27,813,491"
09,20,06,2006,T.20N,R.06E,T.20N R.06E,200609,"28,194,694","28,194,694"
10,20,06,2006,T.20N,R.06E,T.20N R.06E,200610,"28,050,558","28,050,561"
11,20,06,2006,T.20N,R.06E,T.20N R.06E,200611,"27,997,251","27,997,249"
12,20,06,2006,T.20N,R.06E,T.20N R.06E,200612,"27,413,285","27,413,283"
13,20,06,2006,T.20N,R.06E,T.20N R.06E,200613,"16,102,321","27,623,529"
14,20,06,2006,T.20N,R.06E,T.20N R.06E,200614,"24,798,127","27,945,408"
15,20,06,2006,T.20N,R.06E,T.20N R.06E,200615,"26,821,927","27,955,008"
16,20,06,2006,T.20N,R.06E,T.20N R.06E,200616,"28,277,779","28,277,779"
17,20,06,2006,T.20N,R.06E,T.20N R.06E,200617,"27,730,151","27,730,151"
18,20,06,2006,T.20N,R.06E,T.20N R.06E,200618,"27,929,194","27,929,194"
19,20,06,2006,T.20N,R.06E,T.20N R.06E,200619,"28,241,363","28,387,179"
20,20,06,2006,T.20N,R.06E,T.20N R.06E,200620,"27,780,304","27,780,304"
21,20,06,2006,T.20N,R.06E,T.20N R.06E,200621,"28,199,984","28,199,984"
22,20,06,2006,T.20N,R.06E,T.20N R.06E,200622,"26,498,213","27,897,006"
23,20,06,2006,T.20N,R.06E,T.20N R.06E,200623,"1,609,721","28,025,919"
24,20,06,2006,T.20N,R.06E,T.20N R.06E,200624,"3,424,004","27,660,231"
25,20,06,2006,T.20N,R.06E,T.20N R.06E,200625,"13,255,722","27,276,930"
26,20,06,2006,T.20N,R.06E,T.20N R.06E,200626,"5,260,893","28,631,898"
27,20,06,2006,T.20N,R.06E,T.20N R.06E,200627,"23,011,856","27,974,458"
28,20,06,2006,T.20N,R.06E,T.20N R.06E,200628,"28,314,827","28,314,827"
29,20,06,2006,T.20N,R.06E,T.20N R.06E,200629,"22,136,104","27,955,923"
30,20,06,2006,T.20N,R.06E,T.20N R.06E,200630,"7,908,581","28,523,398"
32,20,06,2006,T.20N,R.06E,T.20N R.06E,200632,"732,879","28,175,110"
33,20,06,2006,T.20N,R.06E,T.20N R.06E,200633,"21,025,100","28,594,417"
34,20,06,2006,T.20N,R.06E,T.20N R.06E,200634,"19,820,835","28,011,350"
35,20,06,2006,T.20N,R.06E,T.20N R.06E,200635,"21,942,236","28,778,916"
36,20,06,2006,T.20N,R.06E,T.20N R.06E,200636,"27,391,282","27,419,381"
01,20,07,2007,T.20N,R.07E,T.20N R.07E,200701,"28,158,903","28,158,903"
02,20,07,2007,T.20N,R.07E,T.20N R.07E,200702,"27,610,595","27,610,595"
03,20,07,2007,T.20N,R.07E,T.20N R.07E,200703,"26,729,527","26,729,527"
04,20,07,2007,T.20N,R.07E,T.20N R.07E,200704,"26,982,816","26,982,816"
05,20,07,2007,T.20N,R.07E,T.20N R.07E,200705,"27,067,309","27,067,308"
06,20,07,2007,T.20N,R.07E,T.20N R.07E,200706,"27,605,937","27,628,447"
07,20,07,2007,T.20N,R.07E,T.20N R.07E,200707,"28,168,236","28,168,236"
08,20,07,2007,T.20N,R.07E,T.20N R.07E,200708,"27,470,412","27,470,410"
09,20,07,2007,T.20N,R.07E,T.20N R.07E,200709,"27,602,886","27,602,886"
10,20,07,2007,T.20N,R.07E,T.20N R.07E,200710,"29,125,124","29,125,124"
11,20,07,2007,T.20N,R.07E,T.20N R.07E,200711,"28,244,914","28,244,914"
12,20,07,2007,T.20N,R.07E,T.20N R.07E,200712,"28,770,571","28,770,571"
13,20,07,2007,T.20N,R.07E,T.20N R.07E,200713,"27,653,325","27,653,325"
14,20,07,2007,T.20N,R.07E,T.20N R.07E,200714,"28,075,818","28,075,818"
15,20,07,2007,T.20N,R.07E,T.20N R.07E,200715,"28,192,220","28,192,220"
16,20,07,2007,T.20N,R.07E,T.20N R.07E,200716,"28,492,451","28,492,451"
17,20,07,2007,T.20N,R.07E,T.20N R.07E,200717,"27,635,302","27,635,302"
18,20,07,2007,T.20N,R.07E,T.20N R.07E,200718,"28,057,840","28,057,839"
19,20,07,2007,T.20N,R.07E,T.20N R.07E,200719,"14,062,673","27,892,101"
20,20,07,2007,T.20N,R.07E,T.20N R.07E,200720,"26,814,062","27,124,335"
21,20,07,2007,T.20N,R.07E,T.20N R.07E,200721,"28,225,462","28,225,462"
22,20,07,2007,T.20N,R.07E,T.20N R.07E,200722,"29,004,452","29,004,452"
23,20,07,2007,T.20N,R.07E,T.20N R.07E,200723,"28,032,806","28,032,806"
24,20,07,2007,T.20N,R.07E,T.20N R.07E,200724,"28,185,834","28,185,834"
25,20,07,2007,T.20N,R.07E,T.20N R.07E,200725,"27,466,731","27,466,731"
26,20,07,2007,T.20N,R.07E,T.20N R.07E,200726,"27,605,280","27,605,280"
27,20,07,2007,T.20N,R.07E,T.20N R.07E,200727,"29,394,499","29,394,499"
28,20,07,2007,T.20N,R.07E,T.20N R.07E,200728,"27,670,801","27,670,801"
29,20,07,2007,T.20N,R.07E,T.20N R.07E,200729,"25,845,551","27,844,987"
30,20,07,2007,T.20N,R.07E,T.20N R.07E,200730,"12,376,641","27,195,714"
31,20,07,2007,T.20N,R.07E,T.20N R.07E,200731,"27,911,715","27,911,716"
32,20,07,2007,T.20N,R.07E,T.20N R.07E,200732,"28,030,913","28,030,912"
33,20,07,2007,T.20N,R.07E,T.20N R.07E,200733,"28,030,778","28,030,778"
34,20,07,2007,T.20N,R.07E,T.20N R.07E,200734,"28,535,532","28,535,532"
35,20,07,2007,T.20N,R.07E,T.20N R.07E,200735,"26,670,678","26,670,678"
36,20,07,2007,T.20N,R.07E,T.20N R.07E,200736,"27,803,498","27,803,498"
01,20,08,2008,T.20N,R.08E,T.20N R.08E,200801,"27,735,553","27,735,553"
02,20,08,2008,T.20N,R.08E,T.20N R.08E,200802,"26,919,851","26,919,851"
03,20,08,2008,T.20N,R.08E,T.20N R.08E,200803,"27,544,373","27,544,373"
04,20,08,2008,T.20N,R.08E,T.20N R.08E,200804,"28,033,545","28,033,545"
05,20,08,2008,T.20N,R.08E,T.20N R.08E,200805,"26,246,407","26,246,407"
06,20,08,2008,T.20N,R.08E,T.20N R.08E,200806,"25,627,139","25,627,139"
07,20,08,2008,T.20N,R.08E,T.20N R.08E,200807,"25,621,328","25,621,328"
08,20,08,2008,T.20N,R.08E,T.20N R.08E,200808,"27,495,988","27,495,988"
09,20,08,2008,T.20N,R.08E,T.20N R.08E,200809,"26,757,013","26,757,013"
10,20,08,2008,T.20N,R.08E,T.20N R.08E,200810,"27,382,368","27,382,368"
11,20,08,2008,T.20N,R.08E,T.20N R.08E,200811,"27,879,230","27,879,230"
12,20,08,2008,T.20N,R.08E,T.20N R.08E,200812,"27,588,397","27,588,397"
13,20,08,2008,T.20N,R.08E,T.20N R.08E,200813,"27,824,909","27,824,909"
14,20,08,2008,T.20N,R.08E,T.20N R.08E,200814,"27,791,183","27,791,183"
15,20,08,2008,T.20N,R.08E,T.20N R.08E,200815,"27,343,239","27,343,239"
16,20,08,2008,T.20N,R.08E,T.20N R.08E,200816,"27,103,401","27,103,401"
17,20,08,2008,T.20N,R.08E,T.20N R.08E,200817,"28,004,601","28,004,601"
18,20,08,2008,T.20N,R.08E,T.20N R.08E,200818,"25,824,157","25,824,157"
19,20,08,2008,T.20N,R.08E,T.20N R.08E,200819,"25,346,368","25,346,368"
20,20,08,2008,T.20N,R.08E,T.20N R.08E,200820,"27,400,700","27,400,700"
21,20,08,2008,T.20N,R.08E,T.20N R.08E,200821,"26,583,684","26,583,684"
22,20,08,2008,T.20N,R.08E,T.20N R.08E,200822,"28,004,136","28,004,136"
23,20,08,2008,T.20N,R.08E,T.20N R.08E,200823,"27,668,360","27,668,360"
24,20,08,2008,T.20N,R.08E,T.20N R.08E,200824,"27,907,078","27,907,078"
25,20,08,2008,T.20N,R.08E,T.20N R.08E,200825,"27,195,198","27,195,198"
26,20,08,2008,T.20N,R.08E,T.20N R.08E,200826,"26,866,210","26,866,210"
27,20,08,2008,T.20N,R.08E,T.20N R.08E,200827,"28,540,522","28,540,522"
28,20,08,2008,T.20N,R.08E,T.20N R.08E,200828,"26,962,487","26,962,487"
29,20,08,2008,T.20N,R.08E,T.20N R.08E,200829,"28,269,541","28,269,541"
30,20,08,2008,T.20N,R.08E,T.20N R.08E,200830,"26,865,878","26,865,878"
31,20,08,2008,T.20N,R.08E,T.20N R.08E,200831,"27,452,473","27,452,473"
32,20,08,2008,T.20N,R.08E,T.20N R.08E,200832,"28,301,955","28,301,955"
33,20,08,2008,T.20N,R.08E,T.20N R.08E,200833,"24,289,240","27,714,886"
34,20,08,2008,T.20N,R.08E,T.20N R.08E,200834,"27,188,062","28,349,892"
35,20,08,2008,T.20N,R.08E,T.20N R.08E,200835,"27,293,450","27,293,450"
36,20,08,2008,T.20N,R.08E,T.20N R.08E,200836,"27,270,862","27,270,862"
01,20,09,2009,T.20N,R.09E,T.20N R.09E,200901,"25,364,959","25,364,959"
02,20,09,2009,T.20N,R.09E,T.20N R.09E,200902,"25,662,890","25,662,890"
03,20,09,2009,T.20N,R.09E,T.20N R.09E,200903,"27,644,669","27,644,669"
04,20,09,2009,T.20N,R.09E,T.20N R.09E,200904,"27,374,938","27,374,938"
05,20,09,2009,T.20N,R.09E,T.20N R.09E,200905,"27,409,991","27,409,991"
06,20,09,2009,T.20N,R.09E,T.20N R.09E,200906,"26,042,579","26,042,579"
07,20,09,2009,T.20N,R.09E,T.20N R.09E,200907,"26,697,513","26,697,513"
08,20,09,2009,T.20N,R.09E,T.20N R.09E,200908,"27,837,004","27,837,004"
09,20,09,2009,T.20N,R.09E,T.20N R.09E,200909,"27,488,039","27,488,039"
10,20,09,2009,T.20N,R.09E,T.20N R.09E,200910,"27,498,405","27,498,405"
11,20,09,2009,T.20N,R.09E,T.20N R.09E,200911,"28,068,054","28,068,054"
12,20,09,2009,T.20N,R.09E,T.20N R.09E,200912,"27,915,636","27,915,636"
13,20,09,2009,T.20N,R.09E,T.20N R.09E,200913,"26,534,367","26,534,367"
14,20,09,2009,T.20N,R.09E,T.20N R.09E,200914,"26,139,136","26,139,136"
15,20,09,2009,T.20N,R.09E,T.20N R.09E,200915,"25,054,092","25,054,092"
16,20,09,2009,T.20N,R.09E,T.20N R.09E,200916,"24,932,387","24,932,387"
17,20,09,2009,T.20N,R.09E,T.20N R.09E,200917,"25,504,915","25,504,915"
18,20,09,2009,T.20N,R.09E,T.20N R.09E,200918,"25,137,385","25,137,385"
19,20,09,2009,T.20N,R.09E,T.20N R.09E,200919,"27,073,364","27,073,364"
20,20,09,2009,T.20N,R.09E,T.20N R.09E,200920,"27,219,664","27,219,664"
21,20,09,2009,T.20N,R.09E,T.20N R.09E,200921,"27,619,480","27,619,480"
22,20,09,2009,T.20N,R.09E,T.20N R.09E,200922,"27,907,935","27,907,935"
23,20,09,2009,T.20N,R.09E,T.20N R.09E,200923,"27,578,172","27,578,172"
24,20,09,2009,T.20N,R.09E,T.20N R.09E,200924,"26,559,596","26,559,596"
25,20,09,2009,T.20N,R.09E,T.20N R.09E,200925,"27,607,933","27,607,933"
26,20,09,2009,T.20N,R.09E,T.20N R.09E,200926,"27,175,775","27,175,775"
27,20,09,2009,T.20N,R.09E,T.20N R.09E,200927,"27,103,733","27,103,733"
28,20,09,2009,T.20N,R.09E,T.20N R.09E,200928,"27,690,691","27,690,691"
29,20,09,2009,T.20N,R.09E,T.20N R.09E,200929,"27,725,891","27,725,891"
30,20,09,2009,T.20N,R.09E,T.20N R.09E,200930,"27,316,742","27,316,742"
31,20,09,2009,T.20N,R.09E,T.20N R.09E,200931,"27,986,257","27,986,257"
32,20,09,2009,T.20N,R.09E,T.20N R.09E,200932,"26,717,713","26,717,713"
33,20,09,2009,T.20N,R.09E,T.20N R.09E,200933,"26,480,755","26,480,755"
34,20,09,2009,T.20N,R.09E,T.20N R.09E,200934,"26,531,723","26,531,723"
35,20,09,2009,T.20N,R.09E,T.20N R.09E,200935,"27,089,829","27,089,829"
36,20,09,2009,T.20N,R.09E,T.20N R.09E,200936,"28,179,077","28,179,077"
01,20,10,2010,T.20N,R.10E,T.20N R.10E,201001,"27,447,292","27,447,292"
02,20,10,2010,T.20N,R.10E,T.20N R.10E,201002,"27,555,543","27,555,543"
03,20,10,2010,T.20N,R.10E,T.20N R.10E,201003,"26,939,929","26,939,929"
04,20,10,2010,T.20N,R.10E,T.20N R.10E,201004,"26,665,065","26,665,065"
05,20,10,2010,T.20N,R.10E,T.20N R.10E,201005,"26,957,414","26,957,414"
06,20,10,2010,T.20N,R.10E,T.20N R.10E,201006,"25,555,760","25,555,760"
07,20,10,2010,T.20N,R.10E,T.20N R.10E,201007,"26,446,744","26,446,744"
08,20,10,2010,T.20N,R.10E,T.20N R.10E,201008,"25,787,012","25,787,012"
09,20,10,2010,T.20N,R.10E,T.20N R.10E,201009,"27,019,941","27,019,941"
10,20,10,2010,T.20N,R.10E,T.20N R.10E,201010,"27,036,061","27,036,061"
11,20,10,2010,T.20N,R.10E,T.20N R.10E,201011,"27,956,618","27,956,618"
12,20,10,2010,T.20N,R.10E,T.20N R.10E,201012,"28,054,890","28,054,890"
13,20,10,2010,T.20N,R.10E,T.20N R.10E,201013,"28,015,122","28,015,122"
14,20,10,2010,T.20N,R.10E,T.20N R.10E,201014,"27,198,180","27,198,180"
15,20,10,2010,T.20N,R.10E,T.20N R.10E,201015,"25,527,630","25,527,630"
16,20,10,2010,T.20N,R.10E,T.20N R.10E,201016,"25,634,738","25,634,738"
17,20,10,2010,T.20N,R.10E,T.20N R.10E,201017,"25,902,624","25,902,624"
18,20,10,2010,T.20N,R.10E,T.20N R.10E,201018,"27,257,772","27,257,772"
19,20,10,2010,T.20N,R.10E,T.20N R.10E,201019,"25,654,107","25,654,107"
20,20,10,2010,T.20N,R.10E,T.20N R.10E,201020,"27,719,894","27,719,894"
21,20,10,2010,T.20N,R.10E,T.20N R.10E,201021,"28,698,385","28,698,385"
22,20,10,2010,T.20N,R.10E,T.20N R.10E,201022,"26,710,085","26,710,085"
23,20,10,2010,T.20N,R.10E,T.20N R.10E,201023,"28,212,105","28,212,105"
24,20,10,2010,T.20N,R.10E,T.20N R.10E,201024,"28,561,707","28,561,707"
25,20,10,2010,T.20N,R.10E,T.20N R.10E,201025,"28,049,998","28,049,998"
26,20,10,2010,T.20N,R.10E,T.20N R.10E,201026,"27,996,525","27,996,525"
27,20,10,2010,T.20N,R.10E,T.20N R.10E,201027,"29,448,445","29,448,445"
28,20,10,2010,T.20N,R.10E,T.20N R.10E,201028,"30,077,635","30,077,635"
29,20,10,2010,T.20N,R.10E,T.20N R.10E,201029,"28,896,270","28,896,270"
30,20,10,2010,T.20N,R.10E,T.20N R.10E,201030,"28,300,734","28,300,734"
31,20,10,2010,T.20N,R.10E,T.20N R.10E,201031,"26,974,425","26,974,425"
32,20,10,2010,T.20N,R.10E,T.20N R.10E,201032,"27,944,275","27,944,275"
33,20,10,2010,T.20N,R.10E,T.20N R.10E,201033,"28,113,869","28,113,869"
34,20,10,2010,T.20N,R.10E,T.20N R.10E,201034,"27,500,937","27,500,937"
35,20,10,2010,T.20N,R.10E,T.20N R.10E,201035,"27,488,504","27,488,504"
36,20,10,2010,T.20N,R.10E,T.20N R.10E,201036,"26,876,533","26,876,533"
01,20,11,2011,T.20N,R.11E,T.20N R.11E,201101,"23,383,427","27,119,624"
02,20,11,2011,T.20N,R.11E,T.20N R.11E,201102,"26,816,888","26,816,888"
03,20,11,2011,T.20N,R.11E,T.20N R.11E,201103,"26,927,606","26,927,606"
04,20,11,2011,T.20N,R.11E,T.20N R.11E,201104,"27,504,458","27,504,458"
05,20,11,2011,T.20N,R.11E,T.20N R.11E,201105,"27,229,128","27,229,128"
06,20,11,2011,T.20N,R.11E,T.20N R.11E,201106,"25,236,286","25,236,286"
07,20,11,2011,T.20N,R.11E,T.20N R.11E,201107,"25,753,126","25,753,126"
08,20,11,2011,T.20N,R.11E,T.20N R.11E,201108,"27,954,806","27,954,806"
09,20,11,2011,T.20N,R.11E,T.20N R.11E,201109,"27,864,097","27,864,097"
10,20,11,2011,T.20N,R.11E,T.20N R.11E,201110,"27,878,917","27,878,917"
11,20,11,2011,T.20N,R.11E,T.20N R.11E,201111,"27,428,686","27,934,515"
12,20,11,2011,T.20N,R.11E,T.20N R.11E,201112,"2,012,051","28,281,403"
13,20,11,2011,T.20N,R.11E,T.20N R.11E,201113,"13,727,257","28,064,089"
14,20,11,2011,T.20N,R.11E,T.20N R.11E,201114,"25,982,080","27,097,228"
15,20,11,2011,T.20N,R.11E,T.20N R.11E,201115,"27,716,364","27,716,364"
16,20,11,2011,T.20N,R.11E,T.20N R.11E,201116,"27,919,691","27,919,691"
17,20,11,2011,T.20N,R.11E,T.20N R.11E,201117,"27,613,255","27,613,255"
18,20,11,2011,T.20N,R.11E,T.20N R.11E,201118,"26,121,615","26,121,615"
19,20,11,2011,T.20N,R.11E,T.20N R.11E,201119,"26,415,857","26,415,857"
20,20,11,2011,T.20N,R.11E,T.20N R.11E,201120,"27,733,606","27,733,606"
21,20,11,2011,T.20N,R.11E,T.20N R.11E,201121,"27,644,090","27,644,090"
22,20,11,2011,T.20N,R.11E,T.20N R.11E,201122,"27,694,671","27,694,671"
