SEC,TOWNSHIP,RNG,TWNRNG,TWNLAB,RNGLAB,MAP_LABEL,TWNRNGSEC,SqFt of UnincKC,Total SqFt Section
18,25,12,2512,T.25N,R.12E,T.25N R.12E,251218,"27,233,280","27,233,280"
19,25,12,2512,T.25N,R.12E,T.25N R.12E,251219,"27,731,061","27,731,061"
20,25,12,2512,T.25N,R.12E,T.25N R.12E,251220,"28,015,568","28,015,568"
21,25,12,2512,T.25N,R.12E,T.25N R.12E,251221,"27,927,732","27,927,732"
22,25,12,2512,T.25N,R.12E,T.25N R.12E,251222,"27,730,391","27,730,391"
23,25,12,2512,T.25N,R.12E,T.25N R.12E,251223,"27,884,868","27,884,868"
24,25,12,2512,T.25N,R.12E,T.25N R.12E,251224,"27,557,363","27,557,363"
25,25,12,2512,T.25N,R.12E,T.25N R.12E,251225,"27,750,867","27,750,867"
26,25,12,2512,T.25N,R.12E,T.25N R.12E,251226,"28,097,981","28,097,981"
27,25,12,2512,T.25N,R.12E,T.25N R.12E,251227,"27,917,134","27,917,134"
28,25,12,2512,T.25N,R.12E,T.25N R.12E,251228,"27,791,686","27,791,686"
29,25,12,2512,T.25N,R.12E,T.25N R.12E,251229,"27,938,981","27,938,981"
30,25,12,2512,T.25N,R.12E,T.25N R.12E,251230,"27,644,852","27,644,852"
31,25,12,2512,T.25N,R.12E,T.25N R.12E,251231,"27,925,595","27,925,595"
32,25,12,2512,T.25N,R.12E,T.25N R.12E,251232,"28,004,311","28,004,311"
33,25,12,2512,T.25N,R.12E,T.25N R.12E,251233,"27,878,823","27,878,823"
34,25,12,2512,T.25N,R.12E,T.25N R.12E,251234,"27,783,240","27,783,240"
35,25,12,2512,T.25N,R.12E,T.25N R.12E,251235,"27,847,316","27,847,316"
36,25,12,2512,T.25N,R.12E,T.25N R.12E,251236,"27,877,768","27,877,768"
02,25,13,2513,T.25N,R.13E,T.25N R.13E,251302,"2,689,968","14,033,973"
03,25,13,2513,T.25N,R.13E,T.25N R.13E,251303,"12,975,454","14,067,023"
04,25,13,2513,T.25N,R.13E,T.25N R.13E,251304,"13,711,714","13,711,714"
05,25,13,2513,T.25N,R.13E,T.25N R.13E,251305,"13,895,504","13,895,504"
06,25,13,2513,T.25N,R.13E,T.25N R.13E,251306,"14,019,806","14,019,806"
07,25,13,2513,T.25N,R.13E,T.25N R.13E,251307,"28,196,897","28,196,897"
08,25,13,2513,T.25N,R.13E,T.25N R.13E,251308,"27,889,557","27,889,557"
09,25,13,2513,T.25N,R.13E,T.25N R.13E,251309,"27,644,797","27,644,797"
10,25,13,2513,T.25N,R.13E,T.25N R.13E,251310,"6,297,125","28,298,174"
15,25,13,2513,T.25N,R.13E,T.25N R.13E,251315,"7,201,576","28,141,755"
16,25,13,2513,T.25N,R.13E,T.25N R.13E,251316,"27,601,233","27,601,233"
17,25,13,2513,T.25N,R.13E,T.25N R.13E,251317,"27,828,310","27,828,310"
18,25,13,2513,T.25N,R.13E,T.25N R.13E,251318,"28,053,083","28,053,083"
19,25,13,2513,T.25N,R.13E,T.25N R.13E,251319,"27,918,948","27,918,948"
20,25,13,2513,T.25N,R.13E,T.25N R.13E,251320,"27,733,112","27,733,112"
21,25,13,2513,T.25N,R.13E,T.25N R.13E,251321,"26,053,052","27,530,138"
22,25,13,2513,T.25N,R.13E,T.25N R.13E,251322,"345,650","27,853,141"
27,25,13,2513,T.25N,R.13E,T.25N R.13E,251327,"4,868,830","28,067,274"
28,25,13,2513,T.25N,R.13E,T.25N R.13E,251328,"27,626,146","27,626,146"
29,25,13,2513,T.25N,R.13E,T.25N R.13E,251329,"28,047,808","28,047,808"
30,25,13,2513,T.25N,R.13E,T.25N R.13E,251330,"28,036,504","28,036,504"
31,25,13,2513,T.25N,R.13E,T.25N R.13E,251331,"27,676,108","27,676,108"
32,25,13,2513,T.25N,R.13E,T.25N R.13E,251332,"27,885,314","27,885,314"
33,25,13,2513,T.25N,R.13E,T.25N R.13E,251333,"28,053,486","28,053,486"
34,25,13,2513,T.25N,R.13E,T.25N R.13E,251334,"18,230,168","28,070,082"
01,26,03,2603,T.26N,R.03E,T.26N R.03E,260301,"119,175","27,920,237"
13,26,03,2603,T.26N,R.03E,T.26N R.03E,260313,"1,755","27,767,511"
01,26,04,2604,T.26N,R.04E,T.26N R.04E,260401,"24,001","27,995,868"
02,26,04,2604,T.26N,R.04E,T.26N R.04E,260402,"19,546","27,458,850"
03,26,04,2604,T.26N,R.04E,T.26N R.04E,260403,"126,195","28,046,957"
05,26,04,2604,T.26N,R.04E,T.26N R.04E,260405,"286,578","28,073,455"
06,26,04,2604,T.26N,R.04E,T.26N R.04E,260406,"206,314","26,931,059"
15,26,04,2604,T.26N,R.04E,T.26N R.04E,260415,"44,848","26,780,258"
16,26,04,2604,T.26N,R.04E,T.26N R.04E,260416,"169,767","28,258,832"
17,26,04,2604,T.26N,R.04E,T.26N R.04E,260417,"161,652","28,110,708"
18,26,04,2604,T.26N,R.04E,T.26N R.04E,260418,"177,061","27,635,428"
01,26,05,2605,T.26N,R.05E,T.26N R.05E,260501,"16,852,913","27,856,315"
03,26,05,2605,T.26N,R.05E,T.26N R.05E,260503,"1,261","27,850,025"
04,26,05,2605,T.26N,R.05E,T.26N R.05E,260504,"77,884","28,522,689"
09,26,05,2605,T.26N,R.05E,T.26N R.05E,260509,"107,627","29,192,289"
10,26,05,2605,T.26N,R.05E,T.26N R.05E,260510,"6,147,097","27,603,358"
11,26,05,2605,T.26N,R.05E,T.26N R.05E,260511,"11,880,966","27,227,516"
12,26,05,2605,T.26N,R.05E,T.26N R.05E,260512,"25,974,477","27,134,373"
13,26,05,2605,T.26N,R.05E,T.26N R.05E,260513,"27,193,747","27,193,747"
14,26,05,2605,T.26N,R.05E,T.26N R.05E,260514,"27,813,292","28,075,446"
15,26,05,2605,T.26N,R.05E,T.26N R.05E,260515,"12,867,293","27,713,208"
22,26,05,2605,T.26N,R.05E,T.26N R.05E,260522,"8,665,898","27,966,588"
23,26,05,2605,T.26N,R.05E,T.26N R.05E,260523,"27,114,739","27,920,418"
24,26,05,2605,T.26N,R.05E,T.26N R.05E,260524,"27,778,097","27,778,097"
25,26,05,2605,T.26N,R.05E,T.26N R.05E,260525,"13,678,246","27,758,563"
26,26,05,2605,T.26N,R.05E,T.26N R.05E,260526,"20,079,084","27,644,180"
27,26,05,2605,T.26N,R.05E,T.26N R.05E,260527,"10,089,689","27,669,473"
35,26,05,2605,T.26N,R.05E,T.26N R.05E,260535,"70,796","28,279,034"
01,26,06,2606,T.26N,R.06E,T.26N R.06E,260601,"26,293,470","26,293,516"
02,26,06,2606,T.26N,R.06E,T.26N R.06E,260602,"25,547,705","25,547,730"
03,26,06,2606,T.26N,R.06E,T.26N R.06E,260603,"26,474,982","26,474,990"
04,26,06,2606,T.26N,R.06E,T.26N R.06E,260604,"24,702,321","24,702,506"
05,26,06,2606,T.26N,R.06E,T.26N R.06E,260605,"26,744,110","26,744,122"
06,26,06,2606,T.26N,R.06E,T.26N R.06E,260606,"29,861,170","29,861,201"
07,26,06,2606,T.26N,R.06E,T.26N R.06E,260607,"31,015,400","31,015,399"
08,26,06,2606,T.26N,R.06E,T.26N R.06E,260608,"29,267,983","29,267,983"
09,26,06,2606,T.26N,R.06E,T.26N R.06E,260609,"24,092,134","24,092,133"
10,26,06,2606,T.26N,R.06E,T.26N R.06E,260610,"27,455,158","27,455,158"
11,26,06,2606,T.26N,R.06E,T.26N R.06E,260611,"28,773,541","28,773,541"
12,26,06,2606,T.26N,R.06E,T.26N R.06E,260612,"26,592,241","28,098,862"
13,26,06,2606,T.26N,R.06E,T.26N R.06E,260613,"7,373,175","30,332,543"
14,26,06,2606,T.26N,R.06E,T.26N R.06E,260614,"29,362,437","29,362,433"
15,26,06,2606,T.26N,R.06E,T.26N R.06E,260615,"26,958,905","26,958,905"
16,26,06,2606,T.26N,R.06E,T.26N R.06E,260616,"26,329,672","26,329,671"
17,26,06,2606,T.26N,R.06E,T.26N R.06E,260617,"28,817,785","28,817,785"
18,26,06,2606,T.26N,R.06E,T.26N R.06E,260618,"30,898,743","30,898,743"
19,26,06,2606,T.26N,R.06E,T.26N R.06E,260619,"31,166,252","31,166,252"
20,26,06,2606,T.26N,R.06E,T.26N R.06E,260620,"29,740,954","29,740,955"
21,26,06,2606,T.26N,R.06E,T.26N R.06E,260621,"31,311,166","31,311,566"
22,26,06,2606,T.26N,R.06E,T.26N R.06E,260622,"28,447,455","28,447,455"
23,26,06,2606,T.26N,R.06E,T.26N R.06E,260623,"31,041,281","32,267,777"
24,26,06,2606,T.26N,R.06E,T.26N R.06E,260624,"18,152,683","31,191,338"
25,26,06,2606,T.26N,R.06E,T.26N R.06E,260625,"30,758,514","30,758,513"
26,26,06,2606,T.26N,R.06E,T.26N R.06E,260626,"29,388,489","29,388,489"
27,26,06,2606,T.26N,R.06E,T.26N R.06E,260627,"28,637,962","28,639,086"
29,26,06,2606,T.26N,R.06E,T.26N R.06E,260629,"28,617,793","28,618,679"
30,26,06,2606,T.26N,R.06E,T.26N R.06E,260630,"28,217,943","28,267,612"
31,26,06,2606,T.26N,R.06E,T.26N R.06E,260631,"13,657,222","26,671,264"
32,26,06,2606,T.26N,R.06E,T.26N R.06E,260632,"26,233,841","26,233,865"
33,26,06,2606,T.26N,R.06E,T.26N R.06E,260633,"19,900,611","27,101,225"
34,26,06,2606,T.26N,R.06E,T.26N R.06E,260634,"28,894,549","28,894,549"
35,26,06,2606,T.26N,R.06E,T.26N R.06E,260635,"28,898,609","28,898,609"
36,26,06,2606,T.26N,R.06E,T.26N R.06E,260636,"28,863,593","28,863,592"
01,26,07,2607,T.26N,R.07E,T.26N R.07E,260701,"35,075,451","35,075,448"
02,26,07,2607,T.26N,R.07E,T.26N R.07E,260702,"36,969,255","36,969,257"
03,26,07,2607,T.26N,R.07E,T.26N R.07E,260703,"34,384,714","34,384,709"
04,26,07,2607,T.26N,R.07E,T.26N R.07E,260704,"37,157,153","37,157,631"
05,26,07,2607,T.26N,R.07E,T.26N R.07E,260705,"32,389,591","32,389,862"
06,26,07,2607,T.26N,R.07E,T.26N R.07E,260706,"27,755,337","27,755,415"
07,26,07,2607,T.26N,R.07E,T.26N R.07E,260707,"26,780,682","26,780,684"
08,26,07,2607,T.26N,R.07E,T.26N R.07E,260708,"29,155,802","29,155,802"
09,26,07,2607,T.26N,R.07E,T.26N R.07E,260709,"29,748,934","29,748,934"
10,26,07,2607,T.26N,R.07E,T.26N R.07E,260710,"27,635,129","27,635,129"
11,26,07,2607,T.26N,R.07E,T.26N R.07E,260711,"27,723,510","27,723,510"
12,26,07,2607,T.26N,R.07E,T.26N R.07E,260712,"26,867,283","26,867,283"
13,26,07,2607,T.26N,R.07E,T.26N R.07E,260713,"26,756,484","26,756,484"
14,26,07,2607,T.26N,R.07E,T.26N R.07E,260714,"27,279,858","27,279,858"
15,26,07,2607,T.26N,R.07E,T.26N R.07E,260715,"27,010,070","27,010,070"
16,26,07,2607,T.26N,R.07E,T.26N R.07E,260716,"28,663,522","28,663,521"
17,26,07,2607,T.26N,R.07E,T.26N R.07E,260717,"25,963,835","28,451,579"
18,26,07,2607,T.26N,R.07E,T.26N R.07E,260718,"9,839,887","27,074,583"
19,26,07,2607,T.26N,R.07E,T.26N R.07E,260719,"18,145,250","27,663,665"
20,26,07,2607,T.26N,R.07E,T.26N R.07E,260720,"28,372,158","28,372,158"
21,26,07,2607,T.26N,R.07E,T.26N R.07E,260721,"27,708,325","27,708,324"
22,26,07,2607,T.26N,R.07E,T.26N R.07E,260722,"27,631,047","27,631,044"
23,26,07,2607,T.26N,R.07E,T.26N R.07E,260723,"26,946,844","26,946,842"
24,26,07,2607,T.26N,R.07E,T.26N R.07E,260724,"26,881,449","26,881,449"
25,26,07,2607,T.26N,R.07E,T.26N R.07E,260725,"27,573,131","27,573,131"
26,26,07,2607,T.26N,R.07E,T.26N R.07E,260726,"27,197,457","27,197,454"
27,26,07,2607,T.26N,R.07E,T.26N R.07E,260727,"27,877,226","27,877,223"
28,26,07,2607,T.26N,R.07E,T.26N R.07E,260728,"27,440,287","27,440,287"
29,26,07,2607,T.26N,R.07E,T.26N R.07E,260729,"28,419,874","28,419,873"
30,26,07,2607,T.26N,R.07E,T.26N R.07E,260730,"28,388,163","28,388,161"
31,26,07,2607,T.26N,R.07E,T.26N R.07E,260731,"29,205,948","29,205,948"
32,26,07,2607,T.26N,R.07E,T.26N R.07E,260732,"28,334,881","28,334,879"
33,26,07,2607,T.26N,R.07E,T.26N R.07E,260733,"27,390,857","27,390,857"
34,26,07,2607,T.26N,R.07E,T.26N R.07E,260734,"27,911,030","27,911,030"
35,26,07,2607,T.26N,R.07E,T.26N R.07E,260735,"27,482,551","27,482,550"
36,26,07,2607,T.26N,R.07E,T.26N R.07E,260736,"27,508,326","27,508,326"
01,26,08,2608,T.26N,R.08E,T.26N R.08E,260801,"32,752,482","32,752,504"
02,26,08,2608,T.26N,R.08E,T.26N R.08E,260802,"35,025,000","35,049,713"
03,26,08,2608,T.26N,R.08E,T.26N R.08E,260803,"33,379,819","33,402,050"
04,26,08,2608,T.26N,R.08E,T.26N R.08E,260804,"34,556,049","34,556,069"
05,26,08,2608,T.26N,R.08E,T.26N R.08E,260805,"35,070,417","35,071,117"
06,26,08,2608,T.26N,R.08E,T.26N R.08E,260806,"34,141,919","34,141,931"
07,26,08,2608,T.26N,R.08E,T.26N R.08E,260807,"26,497,104","26,497,104"
08,26,08,2608,T.26N,R.08E,T.26N R.08E,260808,"27,665,995","27,665,995"
09,26,08,2608,T.26N,R.08E,T.26N R.08E,260809,"27,560,492","27,560,492"
10,26,08,2608,T.26N,R.08E,T.26N R.08E,260810,"27,769,657","27,769,657"
11,26,08,2608,T.26N,R.08E,T.26N R.08E,260811,"27,813,800","27,813,800"
12,26,08,2608,T.26N,R.08E,T.26N R.08E,260812,"28,379,878","28,379,878"
13,26,08,2608,T.26N,R.08E,T.26N R.08E,260813,"27,855,701","27,855,701"
14,26,08,2608,T.26N,R.08E,T.26N R.08E,260814,"27,765,967","27,765,967"
15,26,08,2608,T.26N,R.08E,T.26N R.08E,260815,"27,977,655","27,977,655"
16,26,08,2608,T.26N,R.08E,T.26N R.08E,260816,"27,561,900","27,561,900"
17,26,08,2608,T.26N,R.08E,T.26N R.08E,260817,"27,900,796","27,900,796"
18,26,08,2608,T.26N,R.08E,T.26N R.08E,260818,"27,526,385","27,526,385"
19,26,08,2608,T.26N,R.08E,T.26N R.08E,260819,"27,090,236","27,090,236"
20,26,08,2608,T.26N,R.08E,T.26N R.08E,260820,"28,443,815","28,443,815"
21,26,08,2608,T.26N,R.08E,T.26N R.08E,260821,"28,097,421","28,097,421"
22,26,08,2608,T.26N,R.08E,T.26N R.08E,260822,"28,050,440","28,050,440"
23,26,08,2608,T.26N,R.08E,T.26N R.08E,260823,"28,018,003","28,018,003"
24,26,08,2608,T.26N,R.08E,T.26N R.08E,260824,"28,412,664","28,412,664"
25,26,08,2608,T.26N,R.08E,T.26N R.08E,260825,"28,359,848","28,359,848"
26,26,08,2608,T.26N,R.08E,T.26N R.08E,260826,"27,775,773","27,775,773"
27,26,08,2608,T.26N,R.08E,T.26N R.08E,260827,"27,452,776","27,452,776"
28,26,08,2608,T.26N,R.08E,T.26N R.08E,260828,"28,370,695","28,370,695"
29,26,08,2608,T.26N,R.08E,T.26N R.08E,260829,"28,473,710","28,473,710"
30,26,08,2608,T.26N,R.08E,T.26N R.08E,260830,"27,322,597","27,322,597"
31,26,08,2608,T.26N,R.08E,T.26N R.08E,260831,"26,848,823","26,848,823"
32,26,08,2608,T.26N,R.08E,T.26N R.08E,260832,"27,760,032","27,760,032"
33,26,08,2608,T.26N,R.08E,T.26N R.08E,260833,"28,401,415","28,401,415"
34,26,08,2608,T.26N,R.08E,T.26N R.08E,260834,"28,047,433","28,047,433"
35,26,08,2608,T.26N,R.08E,T.26N R.08E,260835,"27,775,541","27,775,541"
36,26,08,2608,T.26N,R.08E,T.26N R.08E,260836,"28,459,416","28,459,416"
01,26,09,2609,T.26N,R.09E,T.26N R.09E,260901,"36,133,516","36,133,580"
02,26,09,2609,T.26N,R.09E,T.26N R.09E,260902,"35,280,948","35,282,200"
03,26,09,2609,T.26N,R.09E,T.26N R.09E,260903,"34,352,440","34,352,494"
04,26,09,2609,T.26N,R.09E,T.26N R.09E,260904,"35,360,211","35,361,935"
05,26,09,2609,T.26N,R.09E,T.26N R.09E,260905,"34,726,754","34,727,126"
06,26,09,2609,T.26N,R.09E,T.26N R.09E,260906,"34,760,712","34,760,713"
07,26,09,2609,T.26N,R.09E,T.26N R.09E,260907,"28,431,422","28,431,422"
08,26,09,2609,T.26N,R.09E,T.26N R.09E,260908,"28,656,639","28,656,639"
09,26,09,2609,T.26N,R.09E,T.26N R.09E,260909,"29,069,209","29,069,209"
10,26,09,2609,T.26N,R.09E,T.26N R.09E,260910,"27,516,693","27,516,693"
11,26,09,2609,T.26N,R.09E,T.26N R.09E,260911,"27,417,722","27,417,722"
12,26,09,2609,T.26N,R.09E,T.26N R.09E,260912,"27,996,657","27,996,657"
13,26,09,2609,T.26N,R.09E,T.26N R.09E,260913,"27,116,569","27,116,569"
14,26,09,2609,T.26N,R.09E,T.26N R.09E,260914,"27,361,902","27,361,902"
15,26,09,2609,T.26N,R.09E,T.26N R.09E,260915,"27,248,071","27,248,071"
16,26,09,2609,T.26N,R.09E,T.26N R.09E,260916,"27,333,142","27,333,142"
17,26,09,2609,T.26N,R.09E,T.26N R.09E,260917,"27,875,267","27,875,267"
18,26,09,2609,T.26N,R.09E,T.26N R.09E,260918,"27,793,061","27,793,061"
19,26,09,2609,T.26N,R.09E,T.26N R.09E,260919,"29,149,501","29,149,501"
20,26,09,2609,T.26N,R.09E,T.26N R.09E,260920,"27,827,263","27,827,263"
21,26,09,2609,T.26N,R.09E,T.26N R.09E,260921,"26,200,111","26,200,111"
22,26,09,2609,T.26N,R.09E,T.26N R.09E,260922,"27,704,974","27,704,974"
23,26,09,2609,T.26N,R.09E,T.26N R.09E,260923,"26,627,429","26,627,429"
24,26,09,2609,T.26N,R.09E,T.26N R.09E,260924,"27,108,672","27,108,672"
25,26,09,2609,T.26N,R.09E,T.26N R.09E,260925,"26,959,284","26,959,284"
26,26,09,2609,T.26N,R.09E,T.26N R.09E,260926,"27,684,199","27,684,199"
27,26,09,2609,T.26N,R.09E,T.26N R.09E,260927,"27,838,041","27,838,041"
28,26,09,2609,T.26N,R.09E,T.26N R.09E,260928,"27,262,147","27,262,147"
29,26,09,2609,T.26N,R.09E,T.26N R.09E,260929,"28,320,575","28,320,575"
30,26,09,2609,T.26N,R.09E,T.26N R.09E,260930,"28,019,716","28,019,716"
31,26,09,2609,T.26N,R.09E,T.26N R.09E,260931,"27,911,439","27,911,439"
32,26,09,2609,T.26N,R.09E,T.26N R.09E,260932,"27,172,302","27,172,302"
33,26,09,2609,T.26N,R.09E,T.26N R.09E,260933,"28,094,103","28,094,103"
34,26,09,2609,T.26N,R.09E,T.26N R.09E,260934,"27,827,287","27,827,287"
35,26,09,2609,T.26N,R.09E,T.26N R.09E,260935,"28,401,027","28,401,027"
36,26,09,2609,T.26N,R.09E,T.26N R.09E,260936,"26,986,144","26,986,144"
01,26,10,2610,T.26N,R.10E,T.26N R.10E,261001,"28,273,893","28,274,296"
02,26,10,2610,T.26N,R.10E,T.26N R.10E,261002,"28,396,989","28,397,046"
03,26,10,2610,T.26N,R.10E,T.26N R.10E,261003,"25,639,706","25,639,755"
04,26,10,2610,T.26N,R.10E,T.26N R.10E,261004,"25,177,036","25,182,338"
05,26,10,2610,T.26N,R.10E,T.26N R.10E,261005,"25,833,765","25,848,969"
06,26,10,2610,T.26N,R.10E,T.26N R.10E,261006,"29,313,883","29,317,432"
07,26,10,2610,T.26N,R.10E,T.26N R.10E,261007,"32,691,070","32,691,070"
08,26,10,2610,T.26N,R.10E,T.26N R.10E,261008,"28,927,538","28,927,538"
09,26,10,2610,T.26N,R.10E,T.26N R.10E,261009,"28,749,271","28,749,271"
10,26,10,2610,T.26N,R.10E,T.26N R.10E,261010,"29,605,487","29,605,485"
11,26,10,2610,T.26N,R.10E,T.26N R.10E,261011,"26,521,415","26,521,412"
12,26,10,2610,T.26N,R.10E,T.26N R.10E,261012,"28,473,474","28,473,475"
13,26,10,2610,T.26N,R.10E,T.26N R.10E,261013,"27,274,475","27,274,475"
14,26,10,2610,T.26N,R.10E,T.26N R.10E,261014,"28,478,278","28,478,278"
15,26,10,2610,T.26N,R.10E,T.26N R.10E,261015,"27,453,620","27,453,620"
16,26,10,2610,T.26N,R.10E,T.26N R.10E,261016,"27,970,745","27,970,745"
17,26,10,2610,T.26N,R.10E,T.26N R.10E,261017,"27,987,592","27,987,592"
18,26,10,2610,T.26N,R.10E,T.26N R.10E,261018,"32,242,653","32,242,653"
19,26,10,2610,T.26N,R.10E,T.26N R.10E,261019,"32,311,227","32,311,227"
20,26,10,2610,T.26N,R.10E,T.26N R.10E,261020,"27,955,062","27,955,062"
21,26,10,2610,T.26N,R.10E,T.26N R.10E,261021,"27,864,545","27,864,545"
22,26,10,2610,T.26N,R.10E,T.26N R.10E,261022,"27,575,258","27,575,258"
23,26,10,2610,T.26N,R.10E,T.26N R.10E,261023,"27,591,306","27,591,306"
24,26,10,2610,T.26N,R.10E,T.26N R.10E,261024,"29,525,531","29,525,531"
25,26,10,2610,T.26N,R.10E,T.26N R.10E,261025,"28,758,158","28,758,158"
26,26,10,2610,T.26N,R.10E,T.26N R.10E,261026,"27,988,810","27,988,810"
27,26,10,2610,T.26N,R.10E,T.26N R.10E,261027,"27,772,287","27,772,287"
28,26,10,2610,T.26N,R.10E,T.26N R.10E,261028,"27,953,240","27,953,240"
29,26,10,2610,T.26N,R.10E,T.26N R.10E,261029,"27,996,268","27,996,268"
30,26,10,2610,T.26N,R.10E,T.26N R.10E,261030,"32,725,523","32,725,523"
31,26,10,2610,T.26N,R.10E,T.26N R.10E,261031,"32,242,017","32,242,017"
32,26,10,2610,T.26N,R.10E,T.26N R.10E,261032,"27,931,293","27,931,293"
33,26,10,2610,T.26N,R.10E,T.26N R.10E,261033,"28,152,239","28,152,239"
34,26,10,2610,T.26N,R.10E,T.26N R.10E,261034,"27,821,297","27,821,297"
35,26,10,2610,T.26N,R.10E,T.26N R.10E,261035,"27,924,575","27,924,575"
36,26,10,2610,T.26N,R.10E,T.26N R.10E,261036,"28,040,662","28,040,662"
01,26,11,2611,T.26N,R.11E,T.26N R.11E,261101,"27,632,741","27,632,951"
02,26,11,2611,T.26N,R.11E,T.26N R.11E,261102,"27,604,657","27,604,689"
03,26,11,2611,T.26N,R.11E,T.26N R.11E,261103,"27,846,328","27,846,369"
04,26,11,2611,T.26N,R.11E,T.26N R.11E,261104,"27,993,149","27,993,184"
05,26,11,2611,T.26N,R.11E,T.26N R.11E,261105,"30,505,349","30,505,361"
06,26,11,2611,T.26N,R.11E,T.26N R.11E,261106,"31,208,586","31,208,602"
07,26,11,2611,T.26N,R.11E,T.26N R.11E,261107,"27,081,540","27,081,540"
08,26,11,2611,T.26N,R.11E,T.26N R.11E,261108,"27,750,880","27,750,880"
09,26,11,2611,T.26N,R.11E,T.26N R.11E,261109,"27,848,808","27,848,804"
10,26,11,2611,T.26N,R.11E,T.26N R.11E,261110,"28,270,447","28,270,447"
11,26,11,2611,T.26N,R.11E,T.26N R.11E,261111,"27,790,253","27,790,254"
12,26,11,2611,T.26N,R.11E,T.26N R.11E,261112,"27,821,708","27,821,707"
13,26,11,2611,T.26N,R.11E,T.26N R.11E,261113,"28,624,574","28,624,574"
14,26,11,2611,T.26N,R.11E,T.26N R.11E,261114,"29,950,455","29,950,455"
15,26,11,2611,T.26N,R.11E,T.26N R.11E,261115,"30,919,500","30,919,500"
16,26,11,2611,T.26N,R.11E,T.26N R.11E,261116,"30,576,842","30,576,842"
17,26,11,2611,T.26N,R.11E,T.26N R.11E,261117,"28,441,571","28,441,569"
18,26,11,2611,T.26N,R.11E,T.26N R.11E,261118,"27,413,119","27,413,119"
19,26,11,2611,T.26N,R.11E,T.26N R.11E,261119,"26,692,584","26,692,584"
20,26,11,2611,T.26N,R.11E,T.26N R.11E,261120,"27,513,541","27,513,539"
21,26,11,2611,T.26N,R.11E,T.26N R.11E,261121,"27,443,019","27,443,019"
22,26,11,2611,T.26N,R.11E,T.26N R.11E,261122,"28,041,699","28,041,698"
23,26,11,2611,T.26N,R.11E,T.26N R.11E,261123,"27,112,950","27,112,950"
24,26,11,2611,T.26N,R.11E,T.26N R.11E,261124,"27,409,970","27,409,970"
25,26,11,2611,T.26N,R.11E,T.26N R.11E,261125,"28,155,454","28,155,453"
26,26,11,2611,T.26N,R.11E,T.26N R.11E,261126,"19,247,208","28,524,121"
27,26,11,2611,T.26N,R.11E,T.26N R.11E,261127,"28,514,476","28,514,474"
28,26,11,2611,T.26N,R.11E,T.26N R.11E,261128,"28,523,399","28,523,398"
29,26,11,2611,T.26N,R.11E,T.26N R.11E,261129,"28,530,573","28,530,573"
30,26,11,2611,T.26N,R.11E,T.26N R.11E,261130,"25,919,842","25,919,842"
31,26,11,2611,T.26N,R.11E,T.26N R.11E,261131,"30,121,277","30,121,277"
32,26,11,2611,T.26N,R.11E,T.26N R.11E,261132,"27,429,974","27,429,974"
33,26,11,2611,T.26N,R.11E,T.26N R.11E,261133,"28,049,074","28,049,073"
34,26,11,2611,T.26N,R.11E,T.26N R.11E,261134,"27,984,471","27,984,471"
35,26,11,2611,T.26N,R.11E,T.26N R.11E,261135,"27,389,411","27,389,411"
36,26,11,2611,T.26N,R.11E,T.26N R.11E,261136,"27,671,767","27,671,772"
01,26,12,2612,T.26N,R.12E,T.26N R.12E,261201,"27,340,344","27,340,589"
02,26,12,2612,T.26N,R.12E,T.26N R.12E,261202,"26,888,610","26,888,682"
03,26,12,2612,T.26N,R.12E,T.26N R.12E,261203,"28,758,810","28,758,811"
04,26,12,2612,T.26N,R.12E,T.26N R.12E,261204,"27,335,373","27,337,659"
05,26,12,2612,T.26N,R.12E,T.26N R.12E,261205,"27,196,612","27,197,308"
06,26,12,2612,T.26N,R.12E,T.26N R.12E,261206,"29,608,519","29,608,540"
07,26,12,2612,T.26N,R.12E,T.26N R.12E,261207,"29,644,386","29,644,386"
08,26,12,2612,T.26N,R.12E,T.26N R.12E,261208,"25,707,581","25,707,581"
09,26,12,2612,T.26N,R.12E,T.26N R.12E,261209,"27,278,978","27,278,978"
10,26,12,2612,T.26N,R.12E,T.26N R.12E,261210,"27,075,514","27,075,514"
11,26,12,2612,T.26N,R.12E,T.26N R.12E,261211,"27,228,883","27,228,883"
12,26,12,2612,T.26N,R.12E,T.26N R.12E,261212,"26,719,568","26,719,568"
13,26,12,2612,T.26N,R.12E,T.26N R.12E,261213,"26,748,927","26,748,927"
14,26,12,2612,T.26N,R.12E,T.26N R.12E,261214,"27,588,526","27,588,526"
15,26,12,2612,T.26N,R.12E,T.26N R.12E,261215,"27,911,144","27,911,144"
16,26,12,2612,T.26N,R.12E,T.26N R.12E,261216,"28,078,872","28,078,872"
17,26,12,2612,T.26N,R.12E,T.26N R.12E,261217,"26,718,314","26,718,314"
18,26,12,2612,T.26N,R.12E,T.26N R.12E,261218,"29,393,236","29,393,236"
19,26,12,2612,T.26N,R.12E,T.26N R.12E,261219,"28,857,398","28,857,398"
20,26,12,2612,T.26N,R.12E,T.26N R.12E,261220,"27,526,841","27,526,841"
21,26,12,2612,T.26N,R.12E,T.26N R.12E,261221,"27,244,025","27,244,025"
22,26,12,2612,T.26N,R.12E,T.26N R.12E,261222,"27,428,788","27,428,788"
23,26,12,2612,T.26N,R.12E,T.26N R.12E,261223,"26,868,999","26,868,999"
